"Timestamp","David de Gea","Ashley Young","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Scott McTominay","Nemanja Matic","Daniel James","Juan Mata","Andreas Pereira","Marcus Rashford","Fred (optional)","Tahith Chong (optional)","Team performance","Final result","Ole Gunnar Solskjaer (only this match)","Leicester City (only this match)","Were you happy with the ref? (optional)"
"2019/09/16 12:19:17 AM GMT+1","8","7","8","8","8","9","6","8","4","5","6","7","5","7","7","7","5","Yes"
"2019/09/16 12:19:56 AM GMT+1","8","8","7","6","8","9","5","7","6","5","7","","","6","6","7","6","Yes"
"2019/09/16 12:21:27 AM GMT+1","8","6","7","6","6","8","6","7","6","5","6","7","7","6","6","8","7","Yes"
"2019/09/16 12:21:51 AM GMT+1","8","7","8","5","7","6","3","8","6","7","6","8","6","6","6","7","5","Yes"
"2019/09/16 12:22:00 AM GMT+1","7","5","7","7","7","8","4","6","6","6","6","6","6","5","10","6","4","Yes"
"2019/09/16 12:22:08 AM GMT+1","7","7","8","6","7","9","5","7","6","7","7","7","6","7","8","7","5","Yes"
"2019/09/16 12:23:29 AM GMT+1","7","8","8","7","8","8","7","7","7","7","7","7","6","7","7","8","4","Yes"
"2019/09/16 12:23:58 AM GMT+1","9","9","8","7","9","9","5","9","4","8","8","8","7","6","7","7","8","Yes"
"2019/09/16 12:28:28 AM GMT+1","8","8","9","8","9","9","6","8","6","5","8","7","7","7","7","7","6","Yes"
"2019/09/16 12:32:44 AM GMT+1","8","7","7","6","7","9","6","7","5","6","7","6","5","8","10","8","7",""
"2019/09/16 12:32:48 AM GMT+1","7","7","9","7","9","8","5","7","5","5","5","7","7","6","6","7","7","Yes"
"2019/09/16 12:33:14 AM GMT+1","7","6","8","6","7","9","3","5","4","4","5","5","6","7","7","9","6","Yes"
"2019/09/16 12:37:40 AM GMT+1","7","7","8","7","8","9","6","6","5","6","6","8","6","6","7","6","6","Yes"
"2019/09/16 12:40:02 AM GMT+1","8","7","8","7","8","9","6","9","8","8","7","8","8","7","10","8","7","Yes"
"2019/09/16 12:40:22 AM GMT+1","8","6","7","4","8","8","6","7","5","6","5","","6","6","7","7","8",""
"2019/09/16 12:43:21 AM GMT+1","10","8","10","9","9","9","5","8","6","4","6","8","7","7","8","8","6","Yes"
"2019/09/16 12:45:55 AM GMT+1","7","7","8","7","7","9","6","7","6","6","7","6","6","7","8","7","6","Yes"
"2019/09/16 12:46:31 AM GMT+1","9","7","9","8","8","9","5","8","7","7","7","7","7","7","9","8","8","Yes"
"2019/09/16 12:49:31 AM GMT+1","8","5","8","9","8","8","6","6","5","6","5","5","5","5","5","6","6","Yes"
"2019/09/16 12:49:38 AM GMT+1","7","7","7","6","7","8","5","6","5","6","6","","","6","7","5","5",""
"2019/09/16 12:51:53 AM GMT+1","9","6","7","6","7","8","6","7","10","6","8","","","6","8","8","5","Yes"
"2019/09/16 12:52:01 AM GMT+1","8","3","7","6","7","6","6","7","6","5","5","4","4","4","4","5","4",""
"2019/09/16 12:58:58 AM GMT+1","8","7","9","7","8","9","5","6","5","5","6","7","7","6","8","9","4","Yes"
"2019/09/16 1:01:02 AM GMT+1","8","6","8","9","9","10","7","8","7","3","7","","","7","9","7","7","Yes"
"2019/09/16 1:01:39 AM GMT+1","8","7","8","9","8","7","6","7","6","6","6","7","7","6","9","9","8","Yes"
"2019/09/16 1:02:07 AM GMT+1","8","7","7","8","8","9","6","7","6","7","7","7","7","8","10","8","5","Yes"
"2019/09/16 1:05:49 AM GMT+1","7","6","7","5","6","8","6","7","6","7","7","6","","6","8","6","6","Yes"
"2019/09/16 1:07:04 AM GMT+1","8","6","6","6","7","7","4","6","4","5","5","6","5","5","7","6","5",""
"2019/09/16 1:07:44 AM GMT+1","7","7","9","7","9","9","6","7","6","7","6","8","6","8","7","9","9","Yes"
"2019/09/16 1:08:43 AM GMT+1","7","7","9","7","8","9","7","7","6","7","6","8","7","8","8","9","7","Yes"
"2019/09/16 1:09:40 AM GMT+1","8","7","8","8","8","10","6","8","7","5","8","7","6","7","8","7","8","No"
"2019/09/16 1:10:37 AM GMT+1","8","6","8","6","7","6","5","6","6","6","6","6","","6","9","6","5","Yes"
"2019/09/16 1:11:44 AM GMT+1","7","5","8","7","7","9","6","6","5","6","7","","","4","10","7","7","Yes"
"2019/09/16 1:11:59 AM GMT+1","8","7","8","8","8","9","6","8","7","6","6","7","7","7","7","8","5","Yes"
"2019/09/16 1:12:23 AM GMT+1","8","7","9","7","8","8","6","7","6","7","7","8","7","7","10","8","4","Yes"
"2019/09/16 1:15:25 AM GMT+1","7","7","8","8","7","7","6","6","5","6","7","6","6","7","10","7","6","Yes"
"2019/09/16 1:17:14 AM GMT+1","8","8","9","7","10","10","6","7","7","8","7","9","8","8","10","8","4","Yes"
"2019/09/16 1:17:43 AM GMT+1","8","7","8","7","7","8","6","7","6","6","6","7","7","7","8","7","6","Yes"
"2019/09/16 1:17:59 AM GMT+1","8","8","8","7","7","8","6","7","6","6","6","7","7","6","7","7","6","Yes"
"2019/09/16 1:18:40 AM GMT+1","9","8","8","6","7","9","5","7","5","6","6","7","7","4","10","9","8","Yes"
"2019/09/16 1:19:49 AM GMT+1","10","8","8","6","9","9","8","9","7","6","5","7","7","6","6","7","8","Yes"
"2019/09/16 1:21:33 AM GMT+1","7","7","8","6","7","8","6","7","7","6","7","7","7","6","7","7","6","Yes"
"2019/09/16 1:21:52 AM GMT+1","7","7","7","7","8","9","7","7","5","6","8","8","","5","5","8","3",""
"2019/09/16 1:22:51 AM GMT+1","8","7","9","7","7","9","4","6","7","3","7","6","4","6","8","7","6","Yes"
"2019/09/16 1:23:01 AM GMT+1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Yes"
"2019/09/16 1:23:45 AM GMT+1","7","8","7","7","7","8","5","7","5","6","6","6","5","6","7","6","6",""
"2019/09/16 1:26:55 AM GMT+1","8","8","8","7","9","9","6","7","7","7","8","6","6","7","10","9","5","Yes"
"2019/09/16 1:27:39 AM GMT+1","9","8","9","9","9","10","5","9","5","7","8","8","7","8","8","8","6","Yes"
"2019/09/16 1:28:24 AM GMT+1","8","6","9","6","7","8","5","6","3","4","7","6","","6","8","4","8","Yes"
"2019/09/16 1:32:47 AM GMT+1","8","7","7","7","7","7","6","6","6","6","7","","","6","7","7","5",""
"2019/09/16 1:33:34 AM GMT+1","6","6","7","7","7","7","7","6","5","4","2","","","5","5","6","6","Yes"
"2019/09/16 1:33:47 AM GMT+1","8","7","7","6","8","9","5","7","5","6","5","5","5","6","8","8","6","Yes"
"2019/09/16 1:34:28 AM GMT+1","7","5","7","6","7","8","5","7","7","6","5","","","7","8","6","6","Yes"
"2019/09/16 1:37:04 AM GMT+1","10","7","8","8","9","8","7","7","7","6","7","7","5","7","8","8","7","Yes"
"2019/09/16 1:38:16 AM GMT+1","7","6","7","6","7","8","5","6","5","5","6","6","6","5","6","5","6","No"
"2019/09/16 1:39:11 AM GMT+1","7","7","8","8","8","9","7","6","5","8","7","9","8","6","3","7","4","Yes"
"2019/09/16 1:39:19 AM GMT+1","8","6","8","7","8","8","6","7","5","7","7","6","6","7","7","7","6","Yes"
"2019/09/16 1:40:09 AM GMT+1","8","7","9","7","7","8","5","6","7","6","7","7","5","6","9","7","5","Yes"
"2019/09/16 1:41:35 AM GMT+1","7","7","8","7","7","8","5","6","5","6","6","8","6","7","8","9","6","Yes"
"2019/09/16 1:43:43 AM GMT+1","6","7","9","10","8","6","4","7","6","6","7","7","6","6","10","7","8","No"
"2019/09/16 1:44:24 AM GMT+1","8","8","8","8","8","9","7","7","6","6","6","7","7","7","7","7","5","Yes"
"2019/09/16 1:45:30 AM GMT+1","7","7","8","7","7","9","6","7","6","6","7","6","6","7","7","8","6",""
"2019/09/16 1:45:57 AM GMT+1","8","7","9","9","10","9","5","7","6","7","5","7","6","7","7","5","6","Yes"
"2019/09/16 1:46:18 AM GMT+1","9","8","10","8","8","10","7","9","6","6","8","8","8","8","8","7","5","No"
"2019/09/16 1:46:26 AM GMT+1","8","8","8","7","9","10","7","7","6","6","8","7","7","7","10","7","5","Yes"
"2019/09/16 1:47:50 AM GMT+1","9","8","8","8","7","9","5","7","4","6","6","8","8","7","7","8","6","Yes"
"2019/09/16 1:49:36 AM GMT+1","7","7","9","7","7","8","3","8","4","3","6","7","7","4","10","8","2",""
"2019/09/16 1:49:42 AM GMT+1","8","7","8","7","7","8","5","6","5","7","6","7","6","8","8","8","4","Yes"
"2019/09/16 1:50:20 AM GMT+1","8","7","10","9","10","10","6","8","7","7","10","8","9","9","8","9","7","Yes"
"2019/09/16 1:50:27 AM GMT+1","8","7","8","7","7","8","5","6","5","7","6","7","7","8","8","8","4","Yes"
"2019/09/16 1:51:04 AM GMT+1","7","6","7","7","7","8","6","8","7","6","8","6","5","7","10","8","5","Yes"
"2019/09/16 1:51:04 AM GMT+1","9","8","8","8","9","9","6","8","7","7","8","6","6","8","9","9","5",""
"2019/09/16 1:51:09 AM GMT+1","10","5","8","6","7","9","6","7","6","6","8","","","7","7","7","7","No"
"2019/09/16 1:56:00 AM GMT+1","7","7","8","6","7","8","6","7","7","6","6","6","7","6","6","7","5","Yes"
"2019/09/16 1:56:46 AM GMT+1","7","7","8","7","7","10","5","6","6","6","6","6","6","6","8","7","5","Yes"
"2019/09/16 1:58:38 AM GMT+1","8","7","8","7","7","9","6","6","6","6","8","7","6","7","8","7","6","Yes"
"2019/09/16 1:59:19 AM GMT+1","7","6","7","6","7","7","4","7","4","5","6","6","6","6","8","7","5","Yes"
"2019/09/16 1:59:40 AM GMT+1","1","10","10","5","10","10","1","10","5","10","10","10","10","4","2","10","1","No"
"2019/09/16 2:00:19 AM GMT+1","8","8","8","8","9","10","5","7","5","7","7","7","7","7","10","9","6","Yes"
"2019/09/16 2:01:32 AM GMT+1","7","7","8","8","8","9","4","6","5","5","7","7","6","7","10","10","3","Yes"
"2019/09/16 2:07:15 AM GMT+1","9","8","10","9","10","10","3","10","1","4","8","10","9","7","10","8","2",""
"2019/09/16 2:09:11 AM GMT+1","7","7","8","7","8","7","6","8","8","4","8","","","7","8","7","7","Yes"
"2019/09/16 2:10:10 AM GMT+1","8","9","9","8","9","9","5","8","7","6","7","8","8","7","10","10","6","Yes"
"2019/09/16 2:13:39 AM GMT+1","7","6","7","6","7","7","6","7","6","7","7","","","7","7","7","6","Yes"
"2019/09/16 2:14:23 AM GMT+1","10","7","9","4","7","10","7","7","6","6","6","","","7","5","7","7","Yes"
"2019/09/16 2:16:37 AM GMT+1","7","7","8","7","8","9","5","7","6","6","6","7","7","7","6","7","5","Yes"
"2019/09/16 2:19:07 AM GMT+1","7","7","9","7","8","10","6","7","4","6","6","7","5","7","10","7","5","Yes"
"2019/09/16 2:21:03 AM GMT+1","7","8","7","7","7","9","7","7","6","6","6","7","6","7","7","7","5","Yes"
"2019/09/16 2:22:10 AM GMT+1","6","7","7","8","7","8","6","6","5","4","6","6","6","6","6","6","6","Yes"
"2019/09/16 2:22:49 AM GMT+1","7","6","7","6","6","7","6","6","6","6","5","6","","7","8","8","4","Yes"
"2019/09/16 2:23:31 AM GMT+1","8","8","8","7","8","9","7","8","5","6","7","7","8","7","8","8","7","Yes"
"2019/09/16 2:23:48 AM GMT+1","7","8","7","6","7","9","5","7","5","7","4","6","6","5","5","5","6","Yes"
"2019/09/16 2:25:26 AM GMT+1","6","7","7","6","7","8","5","6","4","5","5","7","7","7","5","6","6","Yes"
"2019/09/16 2:25:31 AM GMT+1","7","6","8","7","7","7","5","7","5","6","6","8","7","7","8","7","5","Yes"
"2019/09/16 2:26:39 AM GMT+1","9","7","9","8","9","9","6","8","8","7","9","7","6","7","8","8","5","No"
"2019/09/16 2:26:40 AM GMT+1","7","6","8","7","8","8","5","7","6","7","6","6","6","6","8","7","7","Yes"
"2019/09/16 2:30:33 AM GMT+1","8","7","7","6","7","8","6","7","7","6","7","8","7","8","10","9","8","Yes"
"2019/09/16 2:31:11 AM GMT+1","7","6","8","5","7","9","4","5","5","4","5","6","6","6","6","6","4","Yes"
"2019/09/16 2:32:22 AM GMT+1","8","6","9","7","9","8","5","6","5","5","7","7","7","6","6","7","2","Yes"
"2019/09/16 2:32:28 AM GMT+1","8","6","9","7","9","8","5","6","5","5","7","7","7","6","6","7","2","Yes"
"2019/09/16 2:34:22 AM GMT+1","7","7","8","6","7","9","6","8","5","7","7","7","6","7","7","7","6","Yes"
"2019/09/16 2:34:50 AM GMT+1","7","6","7","6","7","7","6","6","6","6","6","","","6","6","6","6",""
"2019/09/16 2:35:15 AM GMT+1","8","8","8","8","7","8","6","7","7","7","8","6","6","7","7","7","5","Yes"
"2019/09/16 2:36:18 AM GMT+1","7","7","8","7","7","8","7","6","5","5","5","","","9","7","10","6","Yes"
"2019/09/16 2:37:25 AM GMT+1","8","8","9","7","8","10","5","7","6","6","7","8","8","6","8","8","7","Yes"
"2019/09/16 2:39:28 AM GMT+1","7","6","8","6","8","7","6","7","6","6","7","7","7","7","8","6","5","Yes"
"2019/09/16 2:41:28 AM GMT+1","7","7","8","8","8","9","7","8","6","6","6","7","7","7","8","8","4","Yes"
"2019/09/16 2:42:30 AM GMT+1","8","7","8","7","8","9","7","7","7","7","7","7","7","8","8","8","7","No"
"2019/09/16 2:42:45 AM GMT+1","7","6","9","9","8","9","5","7","5","5","8","7","7","7","10","9","6","Yes"
"2019/09/16 2:43:02 AM GMT+1","8","5","8","7","7","9","4","6","5","5","7","6","7","6","8","7","6","Yes"
"2019/09/16 2:43:17 AM GMT+1","8","6","8","7","8","8","5","6","4","4","7","7","","6","6","5","5","No"
"2019/09/16 2:44:52 AM GMT+1","10","8","9","7","8","7","7","9","7","7","9","7","6","9","9","10","5","Yes"
"2019/09/16 2:45:43 AM GMT+1","6","7","7","6","7","8","6","7","5","4","6","","","6","8","6","5",""
"2019/09/16 2:45:47 AM GMT+1","8","8","8","7","7","7","7","8","6","6","7","","","6","8","5","5",""
"2019/09/16 2:48:09 AM GMT+1","9","7","8","8","8","9","7","10","7","7","9","","","8","7","8","6","Yes"
"2019/09/16 2:48:10 AM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2019/09/16 2:49:25 AM GMT+1","7","8","7","6","7","9","4","6","5","5","6","6","7","5","8","7","5","Yes"
"2019/09/16 2:49:50 AM GMT+1","7","7","7","5","7","8","7","6","6","7","7","","","7","6","6","4","Yes"
"2019/09/16 2:53:49 AM GMT+1","7","7","9","8","7","9","7","7","8","8","6","7","7","7","9","8","7","Yes"
"2019/09/16 2:55:00 AM GMT+1","7","7","8","8","8","7","5","7","6","4","7","6","7","7","10","9","5",""
"2019/09/16 2:55:46 AM GMT+1","7","8","7","7","7","10","5","7","6","7","7","8","","8","10","8","9","Yes"
"2019/09/16 3:01:25 AM GMT+1","8","4","8","6","9","10","5","9","5","7","6","","","3","1","8","5","Yes"
"2019/09/16 3:01:46 AM GMT+1","9","8","8","7","8","10","6","7","6","6","7","5","5","4","5","5","6","Yes"
"2019/09/16 3:02:08 AM GMT+1","7","7","8","8","8","9","4","9","7","5","4","4","6","5","8","7","8","Yes"
"2019/09/16 3:02:29 AM GMT+1","8","7","7","8","9","9","6","8","6","6","7","7","6","6","6","8","5","Yes"
"2019/09/16 3:03:00 AM GMT+1","9","6","10","9","10","10","6","8","7","5","6","7","5","7","9","9","4","Yes"
"2019/09/16 3:03:14 AM GMT+1","8","9","8","7","8","9","6","7","5","6","6","7","","6","8","6","4","Yes"
"2019/09/16 3:03:30 AM GMT+1","7","7","7","7","7","10","5","7","5","5","6","7","","4","6","6","3",""
"2019/09/16 3:04:23 AM GMT+1","8","6","8","7","6","9","6","7","6","5","7","7","6","7","10","7","7","Yes"
"2019/09/16 3:04:32 AM GMT+1","10","9","8","7","10","10","7","9","7","6","7","7","5","7","6","7","5","Yes"
"2019/09/16 3:04:34 AM GMT+1","10","1","10","10","10","10","7","10","10","10","10","10","","5","10","10","1","Yes"
"2019/09/16 3:07:21 AM GMT+1","9","9","9","7","8","9","6","7","6","7","7","7","8","9","9","9","7","Yes"
"2019/09/16 3:07:55 AM GMT+1","8","7","8","8","8","9","6","8","7","7","6","","","6","10","7","8",""
"2019/09/16 3:08:09 AM GMT+1","9","7","9","8","9","10","7","7","6","6","6","7","6","6","10","7","6","Yes"
"2019/09/16 3:08:23 AM GMT+1","7","6","8","7","6","8","6","6","5","6","7","7","","5","8","7","4","Yes"
"2019/09/16 3:09:33 AM GMT+1","8","7","8","7","7","8","7","6","6","4","7","6","6","7","7","7","5","No"
"2019/09/16 3:09:35 AM GMT+1","8","8","9","8","8","9","3","7","6","6","8","7","5","7","8","8","7","Yes"
"2019/09/16 3:11:09 AM GMT+1","6","7","8","8","7","9","6","7","6","4","8","","","7","8","8","5","Yes"
"2019/09/16 3:12:04 AM GMT+1","7","7","9","8","7","7","6","7","5","6","7","5","5","5","10","7","5","Yes"
"2019/09/16 3:12:21 AM GMT+1","9","8","9","9","8","9","7","7","8","6","9","8","7","7","8","8","7","Yes"
"2019/09/16 3:12:32 AM GMT+1","7","7","9","8","9","9","7","8","6","6","6","","","7","6","6","6",""
"2019/09/16 3:13:09 AM GMT+1","7","7","9","8","9","9","4","7","2","1","3","6","2","6","7","6","3","Yes"
"2019/09/16 3:13:25 AM GMT+1","7","5","7","7","7","8","4","8","6","7","6","","4","6","8","7","6","Yes"
"2019/09/16 3:14:59 AM GMT+1","8","5","7","7","7","9","4","6","4","5","6","7","6","5","5","6","4",""
"2019/09/16 3:15:29 AM GMT+1","7","6","10","7","8","9","6","9","4","5","5","9","8","9","6","7","6","Yes"
"2019/09/16 3:15:39 AM GMT+1","7","7","8","6","8","10","7","9","5","6","7","6","6","7","9","9","6","Yes"
"2019/09/16 3:15:46 AM GMT+1","9","8","9","8","8","10","7","8","6","6","6","6","6","7","9","8","5","Yes"
"2019/09/16 3:17:10 AM GMT+1","8","8","8","8","9","7","6","7","5","6","7","6","6","8","9","9","6","Yes"
"2019/09/16 3:17:29 AM GMT+1","8","8","9","8","8","8","7","7","7","6","6","7","7","8","7","7","8","Yes"
"2019/09/16 3:27:03 AM GMT+1","9","8","8","7","9","10","7","8","8","8","7","9","7","8","8","9","8","Yes"
"2019/09/16 3:27:35 AM GMT+1","8","8","7","8","8","8","5","7","6","6","7","6","6","6","4","6","4","No"
"2019/09/16 3:27:39 AM GMT+1","8","8","7","8","8","8","5","7","6","6","7","6","6","6","4","6","4","No"
"2019/09/16 3:28:26 AM GMT+1","9","8","9","8","9","10","6","7","7","7","8","7","6","7","10","8","7","Yes"
"2019/09/16 3:28:33 AM GMT+1","7","7","8","8","7","7","6","6","6","6","8","","","7","8","7","5",""
"2019/09/16 3:28:56 AM GMT+1","8","6","7","7","7","9","5","6","5","6","6","9","6","6","10","7","1","Yes"
"2019/09/16 3:29:47 AM GMT+1","8","7","9","7","10","9","6","7","6","7","7","7","7","7","8","7","5","Yes"
"2019/09/16 3:30:33 AM GMT+1","6","5","8","8","8","10","5","5","7","6","5","","8","6","8","8","5",""
"2019/09/16 3:35:50 AM GMT+1","9","8","9","8","9","8","7","8","7","8","9","7","7","9","7","8","4","Yes"
"2019/09/16 3:41:05 AM GMT+1","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","No"
"2019/09/16 3:43:44 AM GMT+1","8","8","9","9","8","9","5","7","5","5","8","7","6","8","8","8","4","Yes"
"2019/09/16 3:44:08 AM GMT+1","8","8","9","8","8","8","6","8","6","7","7","7","7","7","5","8","3","Yes"
"2019/09/16 3:46:23 AM GMT+1","7","7","8","7","6","7","6","6","5","6","7","7","7","7","6","7","6","Yes"
"2019/09/16 3:46:25 AM GMT+1","9","7","8","7","7","9","7","7","6","6","7","8","8","8","10","9","6","Yes"
"2019/09/16 3:48:07 AM GMT+1","10","7","8","7","8","9","5","6","5","6","6","10","7","6","8","8","4","Yes"
"2019/09/16 3:48:22 AM GMT+1","7","7","9","6","9","8","5","7","6","6","6","8","8","7","7","7","4","Yes"
"2019/09/16 3:49:04 AM GMT+1","7","7","8","6","6","8","6","6","6","6","7","","","7","8","9","6",""
"2019/09/16 3:49:48 AM GMT+1","8","7","8","7","9","9","6","8","8","6","8","","9","7","7","8","7","Yes"
"2019/09/16 3:51:44 AM GMT+1","8","6","7","6","7","8","5","6","6","6","5","6","7","6","7","7","5","Yes"
"2019/09/16 3:52:23 AM GMT+1","8","8","7","5","7","9","6","7","3","7","5","6","5","4","6","4","5","Yes"
"2019/09/16 3:52:24 AM GMT+1","9","7","10","9","10","10","7","8","5","8","9","","","7","10","9","7","No"
"2019/09/16 3:56:56 AM GMT+1","8","7","8","6","7","6","5","5","4","3","5","6","6","7","7","8","4","Yes"
"2019/09/16 3:58:27 AM GMT+1","9","8","9","8","9","10","5","5","7","7","7","8","","6","10","8","5","Yes"
"2019/09/16 3:59:47 AM GMT+1","8","7","7","6","6","7","6","6","5","5","6","6","6","6","7","7","6","Yes"
"2019/09/16 4:00:42 AM GMT+1","7","6","8","7","8","8","6","7","6","6","6","","7","6","6","7","6","Yes"
"2019/09/16 4:01:03 AM GMT+1","9","9","8","7","8","8","4","6","6","6","5","8","7","7","6","7","6",""
"2019/09/16 4:01:21 AM GMT+1","8","7","7","7","7","8","6","7","6","6","6","7","7","6","6","7","6","Yes"
"2019/09/16 4:02:35 AM GMT+1","7","6","7","6","8","8","5","7","5","6","6","6","6","7","8","7","6","Yes"
"2019/09/16 4:03:18 AM GMT+1","7","7","8","7","7","8","6","8","6","7","6","7","7","8","10","7","1","Yes"
"2019/09/16 4:04:27 AM GMT+1","7","4","8","7","8","9","4","7","7","6","7","9","9","7","7","10","7","Yes"
"2019/09/16 4:05:48 AM GMT+1","6","7","8","5","8","10","2","7","5","5","6","8","7","5","5","6","6","Yes"
"2019/09/16 4:06:01 AM GMT+1","7","7","7","7","7","8","6","7","6","4","7","6","6","7","7","7","6","Yes"
"2019/09/16 4:08:09 AM GMT+1","7","7","7","7","7","8","6","6","5","5","6","6","6","7","7","7","5","Yes"
"2019/09/16 4:08:43 AM GMT+1","10","7","8","7","9","7","6","8","5","5","8","","","8","10","8","4","Yes"
"2019/09/16 4:12:12 AM GMT+1","7","6","8","8","7","7","6","7","5","5","7","6","6","7","7","7","6","Yes"
"2019/09/16 4:13:21 AM GMT+1","7","5","7","6","6","8","4","8","6","7","8","6","6","6","9","7","7","No"
"2019/09/16 4:14:13 AM GMT+1","8","9","8","5","8","9","7","7","7","7","8","8","","7","9","9","5",""
"2019/09/16 4:19:19 AM GMT+1","8","8","9","7","8","10","5","7","6","6","7","7","8","7","9","10","6","Yes"
"2019/09/16 4:19:47 AM GMT+1","7","6","8","8","9","10","4","7","6","8","7","7","7","6","6","7","4","No"
"2019/09/16 4:21:23 AM GMT+1","6","6","9","7","8","8","4","6","3","4","7","7","","6","8","8","5",""
"2019/09/16 4:22:25 AM GMT+1","7","7","9","8","8","10","6","7","6","5","6","9","7","7","8","9","3","Yes"
"2019/09/16 4:23:13 AM GMT+1","7","7","8","6","7","9","4","6","5","5","7","6","5","5","7","7","7","Yes"
"2019/09/16 4:24:56 AM GMT+1","8","8","8","8","6","10","8","7","7","7","6","","","4","4","4","6","Yes"
"2019/09/16 4:25:42 AM GMT+1","7","8","8","6","8","7","7","7","6","7","7","","","6","8","6","8","Yes"
"2019/09/16 4:26:38 AM GMT+1","6","6","8","8","7","9","6","7","6","5","6","5","5","6","6","6","6","Yes"
"2019/09/16 4:27:59 AM GMT+1","7","6","7","7","8","9","6","7","6","5","7","","","6","6","6","8","No"
"2019/09/16 4:28:05 AM GMT+1","10","7","8","8","9","8","4","10","6","7","6","6","6","6","6","8","8","Yes"
"2019/09/16 4:28:56 AM GMT+1","8","8","8","8","8","9","5","6","7","6","7","6","5","7","9","7","6","Yes"
"2019/09/16 4:31:01 AM GMT+1","8","7","7","6","7","7","5","6","6","7","7","","","7","6","6","7","No"
"2019/09/16 4:32:48 AM GMT+1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","No"
"2019/09/16 4:33:31 AM GMT+1","8","6","9","8","8","7","5","6","6","4","6","7","7","6","6","6","6","Yes"
"2019/09/16 4:34:12 AM GMT+1","8","7","8","10","8","9","6","7","4","7","7","7","8","7","6","7","5","Yes"
"2019/09/16 4:36:33 AM GMT+1","9","8","9","7","7","9","7","8","8","6","7","7","9","7","9","8","10","Yes"
"2019/09/16 4:37:01 AM GMT+1","8","7","7","6","9","10","5","6","5","5","5","7","6","6","5","6","6","Yes"
"2019/09/16 4:37:03 AM GMT+1","8","8","9","7","8","9","6","6","6","6","8","8","7","7","8","7","7","Yes"
"2019/09/16 4:37:39 AM GMT+1","7","7","8","6","7","9","5","7","6","7","7","7","7","6","7","7","5","Yes"
"2019/09/16 4:41:29 AM GMT+1","8","7","8","7","8","8","6","6","7","7","7","7","7","7","9","8","5","Yes"
"2019/09/16 4:42:24 AM GMT+1","8","7","7","7","8","9","7","7","8","8","7","8","7","7","9","7","7","Yes"
"2019/09/16 4:42:50 AM GMT+1","8","8","7","8","8","7","6","8","6","6","8","7","7","7","7","6","7","Yes"
"2019/09/16 4:43:00 AM GMT+1","6","7","8","5","5","6","1","7","4","3","2","7","6","6","10","6","1","Yes"
"2019/09/16 4:47:10 AM GMT+1","7","6","7","6","8","7","4","6","5","6","6","6","6","7","6","7","5","Yes"
"2019/09/16 4:48:12 AM GMT+1","7","8","8","8","8","10","4","6","5","4","8","","","5","10","5","4","No"
"2019/09/16 4:48:28 AM GMT+1","9","7","8","7","8","9","7","7","7","7","8","","","7","8","8","7","Yes"
"2019/09/16 4:48:35 AM GMT+1","7","7","7","7","8","9","7","8","7","7","8","","","8","8","8","7","Yes"
"2019/09/16 4:49:47 AM GMT+1","6","5","8","6","7","9","6","7","6","7","6","7","7","7","5","7","4","Yes"
"2019/09/16 4:52:57 AM GMT+1","8","7","8","8","8","9","6","7","5","6","7","","","7","7","6","6",""
"2019/09/16 4:53:22 AM GMT+1","9","8","8","7","8","7","5","7","6","6","8","6","4","6","8","6","6","Yes"
"2019/09/16 4:53:55 AM GMT+1","7","6","8","8","8","9","6","6","6","6","8","8","8","7","10","7","6","Yes"
"2019/09/16 4:54:26 AM GMT+1","8","7","10","10","8","9","7","6","5","5","5","6","7","6","7","7","8","Yes"
"2019/09/16 4:54:28 AM GMT+1","4","10","10","10","10","10","7","10","10","10","10","10","10","10","10","10","3","No"
"2019/09/16 4:57:44 AM GMT+1","6","6","7","7","7","8","5","6","6","6","5","6","5","6","6","6","6","Yes"
"2019/09/16 5:02:08 AM GMT+1","7","7","8","6","6","9","7","6","4","4","6","6","5","7","9","7","6","Yes"
"2019/09/16 5:02:50 AM GMT+1","8","8","9","7","8","9","7","8","5","8","7","6","6","8","8","9","5","Yes"
"2019/09/16 5:08:57 AM GMT+1","10","8","8","8","8","10","8","7","7","7","7","8","7","8","9","10","6","Yes"
"2019/09/16 5:09:23 AM GMT+1","7","7","8","7","9","8","7","8","5","5","6","7","7","6","7","7","6","Yes"
"2019/09/16 5:10:30 AM GMT+1","8","7","9","8","8","10","7","8","7","6","7","8","7","7","7","8","6","Yes"
"2019/09/16 5:12:03 AM GMT+1","7","7","7","7","7","8","6","6","5","7","6","7","5","7","8","6","5","Yes"
"2019/09/16 5:12:46 AM GMT+1","9","7","9","8","8","9","7","7","6","6","8","","7","7","7","8","6","Yes"
"2019/09/16 5:13:26 AM GMT+1","9","8","8","9","9","8","7","7","8","7","8","8","8","8","8","7","5","Yes"
"2019/09/16 5:13:52 AM GMT+1","8","8","10","7","9","9","7","9","6","6","7","","","7","8","8","6","Yes"
"2019/09/16 5:15:28 AM GMT+1","8","7","8","7","8","9","5","6","5","5","6","7","","6","6","7","5","Yes"
