"Timestamp","David de Gea","Marcos Rojo","Harry Maguire","Victor Lindelof","Ashley Young","Aaron Wan-Bissaka","Fred","Scott McTominay","Andreas Pereira","Marcus Rashford","Daniel James","Team performance","Final result","Rate Ole (only this match)","Rate Liverpool (only this match)","Were you happy with the ref's performance? (optional)"
"2019/10/21 7:26:09 PM GMT+1","9","7","7","7","7","8","7","7","8","9","9","8","7","7","7","Yes"
"2019/10/21 7:28:02 PM GMT+1","7","4","6","5","4","8","6","6","9","6","7","8","8","8","1","Yes"
"2019/10/21 7:29:54 PM GMT+1","10","7","9","8","6","10","7","8","9","9","8","10","10","10","1","Yes"
"2019/10/21 7:29:56 PM GMT+1","7","5","7","7","5","7","6","7","7","7","7","6","5","6","5","No"
"2019/10/21 7:30:13 PM GMT+1","6","6","7","5","6","6","7","8","8","9","9","8","8","9","4","Yes"
"2019/10/21 7:30:13 PM GMT+1","10","9","9","9","4","9","7","9","9","10","10","9","8","10","1",""
"2019/10/21 7:30:28 PM GMT+1","7","3","6","6","5","5","5","6","5","7","7","4","7","3","5",""
"2019/10/21 7:30:33 PM GMT+1","6","5","7","6","6","8","6","7","7","8","8","7","6","8","4","Yes"
"2019/10/21 7:32:27 PM GMT+1","7","5","7","6","5","7","7","7","8","8","8","6","3","4","5","No"
"2019/10/21 7:33:26 PM GMT+1","6","7","8","5","6","8","8","8","7","7","8","7","4","8","5","Yes"
"2019/10/21 7:37:05 PM GMT+1","6","6","6","6","6","7","6","6","7","8","8","8","7","9","5","Yes"
"2019/10/21 7:37:18 PM GMT+1","8","7","8","6","5","7","6","6","8","8","7","8","7","9","7","No"
"2019/10/21 7:38:03 PM GMT+1","9","6","8","7","8","9","5","6","8","8","9","8","7","9","7","Yes"
"2019/10/21 7:40:09 PM GMT+1","7","5","6","6","5","7","7","6","8","6","7","7","6","7","5","Yes"
"2019/10/21 7:41:45 PM GMT+1","6","5","7","5","5","7","7","6","7","7","8","8","4","7","4","Yes"
"2019/10/21 7:41:58 PM GMT+1","8","7","7","6","6","9","7","8","7","9","9","8","7","8","6","Yes"
"2019/10/21 7:43:57 PM GMT+1","8","6","8","7","9","8","6","6","7","9","8","8","4","7","4","Yes"
"2019/10/21 7:43:58 PM GMT+1","6","6","7","6","7","6","6","6","8","7","7","8","6","6","5","Yes"
"2019/10/21 7:45:19 PM GMT+1","7","4","7","7","10","6","5","7","8","8","8","7","6","10","6","Yes"
"2019/10/21 7:46:36 PM GMT+1","7","7","8","6","5","7","8","6","7","8","7","8","7","8","5","No"
"2019/10/21 7:46:36 PM GMT+1","7","5","7","5","7","8","6","6","6","7","8","8","6","9","3","Yes"
"2019/10/21 7:47:29 PM GMT+1","7","5","7","7","7","7","6","7","8","7","9","8","7","8","1","Yes"
"2019/10/21 7:48:37 PM GMT+1","6","6","7","6","6","7","5","5","5","7","8","7","6","6","5","Yes"
"2019/10/21 7:49:32 PM GMT+1","7","5","6","5","5","7","7","8","8","8","8","7","5","7","4","Yes"
"2019/10/21 7:49:54 PM GMT+1","6","7","6","2","7","6","6","6","8","9","8","7","5","8","3","Yes"
"2019/10/21 7:50:21 PM GMT+1","7","8","7","6","7","8","6","7","8","9","6","8","7","7","4","Yes"
"2019/10/21 7:54:19 PM GMT+1","5","5","5","5","5","5","5","5","4","7","6","5","5","7","1","No"
"2019/10/21 7:58:55 PM GMT+1","9","7","7","7","7","8","7","6","9","9","8","8","8","10","1","Yes"
"2019/10/21 7:59:33 PM GMT+1","9","6","7","7","6","7","7","7","7","6","9","7","3","8","2","No"
"2019/10/21 8:03:42 PM GMT+1","7","8","8","8","7","8","5","7","7","8","8","7","7","6","5","Yes"
"2019/10/21 8:04:35 PM GMT+1","7","5","5","6","6","5","7","5","1","10","8","6","5","6","4","Yes"
"2019/10/21 8:09:11 PM GMT+1","6","4","6","5","5","7","6","6","6","7","7","7","4","8","3","Yes"
"2019/10/21 8:12:33 PM GMT+1","9","6","7","5","5","8","6","6","4","9","9","7","5","7","5",""
"2019/10/21 8:13:05 PM GMT+1","7","5","6","5","8","7","7","7","8","8","7","8","4","8","3","Yes"
"2019/10/21 8:15:51 PM GMT+1","6","3","5","5","5","5","5","5","6","7","7","7","7","6","5","Yes"
"2019/10/21 8:18:01 PM GMT+1","7","7","8","8","6","7","7","7","6","8","8","8","6","7","6","Yes"
"2019/10/21 8:18:04 PM GMT+1","8","4","6","4","4","5","3","7","5","7","9","6","4","3","2","No"
"2019/10/21 8:18:11 PM GMT+1","8","5","6","6","6","8","6","6","8","8","8","7","4","7","4","Yes"
"2019/10/21 8:18:27 PM GMT+1","6","3","6","7","8","6","6","7","5","7","8","7","7","5","6","Yes"
"2019/10/21 8:19:05 PM GMT+1","9","6","8","7","7","8","5","6","4","8","10","7","4","7","5","Yes"
"2019/10/21 8:20:52 PM GMT+1","7","6","8","6","7","7","7","7","8","8","9","7","5","8","7","Yes"
"2019/10/21 8:23:21 PM GMT+1","8","4","7","6","7","8","6","6","7","9","9","9","6","9","5","Yes"
"2019/10/21 8:24:14 PM GMT+1","8","7","7","8","7","8","6","7","8","9","9","8","7","8","7","No"
"2019/10/21 8:25:08 PM GMT+1","8","5","7","6","6","7","7","7","8","7","7","6","6","6","6","Yes"
"2019/10/21 8:29:12 PM GMT+1","9","5","7","7","3","9","7","8","9","8","9","10","8","7","1","Yes"
"2019/10/21 8:30:11 PM GMT+1","8","5","8","8","7","8","7","8","8","9","10","8","8","10","6","Yes"
"2019/10/21 8:34:04 PM GMT+1","7","5","8","5","7","6","4","5","6","7","6","6","5","6","4","Yes"
"2019/10/21 8:34:41 PM GMT+1","9","7","7","7","6","8","6","5","9","10","9","9","6","9","1","No"
"2019/10/21 8:37:15 PM GMT+1","8","3","7","7","8","8","5","7","7","7","9","6","5","6","4","Yes"
"2019/10/21 8:38:13 PM GMT+1","6","6","6","5","6","6","6","7","7","8","7","7","6","7","3","Yes"
"2019/10/21 8:38:21 PM GMT+1","6","7","6","5","4","7","6","6","7","7","8","7","6","6","3","Yes"
"2019/10/21 8:39:26 PM GMT+1","8","6","7","7","8","8","6","8","8","9","9","8","7","8","5","No"
"2019/10/21 8:39:52 PM GMT+1","6","5","7","6","6","6","5","7","5","7","8","8","7","5","6","No"
"2019/10/21 8:39:57 PM GMT+1","7","6","7","6","7","8","6","6","8","7","9","7","5","7","4","Yes"
"2019/10/21 8:40:45 PM GMT+1","6","6","8","8","7","9","7","7","8","9","9","8","4","9","5","Yes"
"2019/10/21 8:42:52 PM GMT+1","8","6","6","6","8","8","2","2","2","2","2","10","1","10","1",""
"2019/10/21 8:44:33 PM GMT+1","7","4","7","7","7","7","5","6","7","8","8","7","5","7","6","No"
"2019/10/21 8:45:39 PM GMT+1","8","8","8","10","8","10","4","9","7","9","10","6","7","10","1","Yes"
"2019/10/21 8:46:09 PM GMT+1","9","7","9","8","6","9","7","8","7","7","9","9","8","9","8","Yes"
"2019/10/21 8:48:49 PM GMT+1","8","7","7","7","7","7","8","8","9","9","8","8","7","9","7","No"
"2019/10/21 8:50:27 PM GMT+1","7","6","7","7","6","7","6","6","7","8","8","7","7","8","2",""
"2019/10/21 8:50:40 PM GMT+1","7","4","7","5","5","7","5","5","8","8","8","7","6","7","3",""
"2019/10/21 8:51:06 PM GMT+1","6","5","7","6","6","6","7","6","7","8","8","7","5","5","3","Yes"
"2019/10/21 8:53:19 PM GMT+1","7","5","6","5","5","6","6","6","7","7","8","7","6","6","4","Yes"
"2019/10/21 8:53:24 PM GMT+1","8","4","7","7","7","7","6","6","9","7","8","8","9","9","6","Yes"
"2019/10/21 8:54:40 PM GMT+1","7","5","7","7","6","8","6","7","8","8","10","8","3","7","6","Yes"
"2019/10/21 8:55:32 PM GMT+1","7","7","7","6","7","7","8","7","8","8","8","7","6","7","5","No"
"2019/10/21 8:58:30 PM GMT+1","9","7","7","7","6","9","7","8","10","10","10","9","6","8","4","Yes"
"2019/10/21 8:59:30 PM GMT+1","1","1","3","1","1","10","1","4","4","7","1","5","10","1","1","No"
"2019/10/21 9:00:02 PM GMT+1","8","6","8","7","6","8","9","9","7","8","9","8","6","8","4","Yes"
"2019/10/21 9:00:10 PM GMT+1","6","6","5","6","6","8","7","6","7","8","8","7","7","7","4","Yes"
"2019/10/21 9:01:44 PM GMT+1","7","6","7","6","7","8","7","7","7","8","8","7","7","6","5","Yes"
"2019/10/21 9:03:31 PM GMT+1","7","6","8","7","6","7","6","7","8","8","8","7","6","7","6","Yes"
"2019/10/21 9:05:20 PM GMT+1","7","6","7","8","5","8","6","8","7","8","9","7","5","6","4","Yes"
"2019/10/21 9:05:31 PM GMT+1","7","6","7","7","6","8","8","8","9","8","9","8","7","7","5","Yes"
"2019/10/21 9:05:41 PM GMT+1","9","6","7","6","6","7","8","5","8","8","8","8","7","8","6","Yes"
"2019/10/21 9:07:58 PM GMT+1","7","7","8","7","6","10","6","7","7","8","9","7","5","4","2","Yes"
"2019/10/21 9:08:41 PM GMT+1","7","7","7","7","7","7","7","7","7","7","7","8","8","10","5","No"
"2019/10/21 9:08:54 PM GMT+1","8","5","8","6","5","8","7","8","8","8","8","8","8","7","6","Yes"
"2019/10/21 9:10:09 PM GMT+1","7","6","8","5","7","9","7","6","8","9","9","8","6","7","3","Yes"
"2019/10/21 9:12:18 PM GMT+1","7","6","8","7","7","8","7","7","8","7","7","7","5","6","5","Yes"
"2019/10/21 9:12:21 PM GMT+1","9","5","8","7","6","8","7","8","8","9","10","7","6","6","5","Yes"
"2019/10/21 9:12:27 PM GMT+1","7","3","5","7","7","6","3","8","7","4","9","6","5","6","3","No"
"2019/10/21 9:12:47 PM GMT+1","7","6","7","7","6","7","6","8","7","7","7","7","6","7","1","Yes"
"2019/10/21 9:15:01 PM GMT+1","7","6","7","6","4","7","6","7","8","8","7","7","7","7","3",""
"2019/10/21 9:15:14 PM GMT+1","9","6","7","6","6","7","6","6","7","9","9","7","8","7","6","Yes"
"2019/10/21 9:17:40 PM GMT+1","6","5","7","7","5","6","5","6","6","7","8","7","6","8","5","Yes"
"2019/10/21 9:18:07 PM GMT+1","8","4","8","6","7","8","6","8","7","8","8","7","5","9","3","Yes"
"2019/10/21 9:21:31 PM GMT+1","7","7","7","7","7","7","7","7","7","8","8","8","5","7","5","Yes"
"2019/10/21 9:23:49 PM GMT+1","8","4","5","3","5","6","6","7","8","9","9","8","7","8","6","Yes"
"2019/10/21 9:25:28 PM GMT+1","6","5","7","6","5","6","6","7","7","8","7","7","6","7","4",""
"2019/10/21 9:27:13 PM GMT+1","5","4","5","6","6","5","6","6","7","7","8","7","7","8","4","Yes"
"2019/10/21 9:28:19 PM GMT+1","7","5","8","8","8","9","7","7","9","9","9","9","8","9","3","Yes"
"2019/10/21 9:34:10 PM GMT+1","6","6","8","6","7","8","6","6","7","8","10","8","3","7","4","Yes"
"2019/10/21 9:35:23 PM GMT+1","7","5","7","6","7","6","7","7","8","9","8","8","7","7","6","Yes"
"2019/10/21 9:36:13 PM GMT+1","7","6","8","7","7","7","7","5","6","7","8","7","9","7","3","Yes"
"2019/10/21 9:36:21 PM GMT+1","7","5","7","6","6","7","5","6","7","7","8","8","6","9","6","Yes"
"2019/10/21 9:37:23 PM GMT+1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Yes"
"2019/10/21 9:38:17 PM GMT+1","7","2","6","6","6","7","5","6","5","8","9","7","7","7","5","Yes"
"2019/10/21 9:39:46 PM GMT+1","7","4","6","6","6","6","6","6","7","7","7","6","6","8","4",""
"2019/10/21 9:39:52 PM GMT+1","5","3","6","5","4","6","6","5","6","6","7","5","3","3","4","Yes"
"2019/10/21 9:41:48 PM GMT+1","7","4","7","7","8","7","6","6","5","8","7","7","6","6","5","Yes"
"2019/10/21 9:41:58 PM GMT+1","8","4","8","7","6","8","7","6","6","8","10","7","6","7","7","Yes"
"2019/10/21 9:43:01 PM GMT+1","8","5","6","4","5","7","6","8","7","7","8","7","7","9","3","Yes"
"2019/10/21 9:45:36 PM GMT+1","6","5","7","4","3","5","7","5","4","8","7","6","6","6","1","Yes"
"2019/10/21 9:49:06 PM GMT+1","8","6","7","7","7","8","7","6","6","8","9","7","6","8","5","Yes"
"2019/10/21 9:50:03 PM GMT+1","8","7","7","8","7","6","8","7","8","8","9","7","8","7","5","Yes"
"2019/10/21 9:52:52 PM GMT+1","7","4","4","3","6","6","4","5","6","6","8","7","6","6","5","Yes"
"2019/10/21 9:54:17 PM GMT+1","6","6","7","5","6","7","6","7","7","6","6","7","6","6","4","No"
"2019/10/21 9:58:10 PM GMT+1","7","6","8","5","6","7","7","7","8","8","9","8","7","7","2","Yes"
"2019/10/21 9:59:18 PM GMT+1","9","1","6","4","6","7","10","10","2","6","1","5","6","5","5","No"
"2019/10/21 9:59:44 PM GMT+1","7","6","7","6","7","6","7","6","7","8","8","8","7","6","5","Yes"
"2019/10/21 10:00:07 PM GMT+1","9","4","9","6","7","7","6","8","8","8","9","9","3","9","5","Yes"
"2019/10/21 10:00:14 PM GMT+1","7","5","7","6","5","8","7","6","7","8","9","8","8","8","5","No"
"2019/10/21 10:01:01 PM GMT+1","6","1","6","5","5","7","4","7","4","7","4","5","4","6","5",""
"2019/10/21 10:01:35 PM GMT+1","7","1","6","6","4","6","4","10","4","1","1","1","1","1","1","No"
"2019/10/21 10:01:54 PM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","No"
"2019/10/21 10:11:29 PM GMT+1","6","6","9","5","7","8","6","6","8","7","9","7","5","10","3","Yes"
"2019/10/21 10:12:00 PM GMT+1","6","7","7","6","5","5","5","7","8","8","9","8","7","8","6","Yes"
"2019/10/21 10:14:06 PM GMT+1","7","7","8","7","7","6","7","8","8","8","7","7","5","6","3","Yes"
"2019/10/21 10:14:13 PM GMT+1","8","7","7","7","7","7","7","8","9","9","9","9","7","8","8","Yes"
"2019/10/21 10:14:44 PM GMT+1","7","6","6","5","7","7","7","6","8","8","8","7","5","7","5","Yes"
"2019/10/21 10:16:23 PM GMT+1","6","6","7","6","5","6","6","7","8","7","8","6","6","7","4","Yes"
"2019/10/21 10:18:37 PM GMT+1","6","6","7","5","5","6","4","5","7","7","8","7","6","8","5","Yes"
"2019/10/21 10:23:15 PM GMT+1","7","6","6","6","6","7","6","7","7","9","10","7","4","7","5","Yes"
"2019/10/21 10:34:00 PM GMT+1","8","7","9","6","8","10","6","9","6","10","10","7","1","5","1","Yes"
"2019/10/21 10:46:09 PM GMT+1","8","6","9","8","8","7","6","7","9","9","8","8","7","5","3","Yes"
"2019/10/21 10:47:16 PM GMT+1","6","6","6","6","6","6","6","6","7","6","6","7","6","6","4","Yes"
"2019/10/21 10:49:56 PM GMT+1","7","6","7","6","7","8","6","8","7","9","8","8","6","9","6","Yes"
"2019/10/21 10:59:54 PM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","No"
"2019/10/21 11:01:46 PM GMT+1","7","4","6","7","5","6","6","6","6","8","8","6","4","5","3","Yes"
"2019/10/21 11:03:41 PM GMT+1","5","5","6","6","5","7","4","6","4","7","8","7","5","4","3","Yes"
"2019/10/21 11:04:39 PM GMT+1","8","5","7","6","6","7","6","6","7","8","8","9","7","8","6","Yes"
"2019/10/21 11:07:48 PM GMT+1","6","5","6","6","6","7","6","7","7","7","6","8","7","8","3","Yes"
"2019/10/21 11:13:25 PM GMT+1","6","4","6","5","4","5","5","5","6","6","8","7","5","7","5","No"
"2019/10/21 11:18:02 PM GMT+1","6","5","6","4","5","7","5","6","5","7","8","6","6","7","6","Yes"
"2019/10/21 11:26:43 PM GMT+1","10","8","9","7","8","10","9","6","10","9","9","8","4","9","5","Yes"
"2019/10/21 11:27:16 PM GMT+1","6","2","5","9","2","5","4","6","2","6","9","5","5","8","3","Yes"
"2019/10/21 11:32:57 PM GMT+1","7","6","7","5","6","6","6","7","7","8","7","6","6","7","3","Yes"
"2019/10/21 11:37:11 PM GMT+1","6","5","6","4","5","6","5","5","7","7","6","6","4","8","4","Yes"
"2019/10/21 11:37:29 PM GMT+1","7","5","6","6","6","6","6","6","7","8","8","7","8","7","7","Yes"
"2019/10/21 11:45:16 PM GMT+1","6","6","6","5","5","6","6","7","8","7","8","7","6","8","4","Yes"
"2019/10/21 11:51:10 PM GMT+1","8","8","8","7","8","9","7","7","9","9","9","8","7","9","4","No"
"2019/10/21 11:51:54 PM GMT+1","7","4","6","6","4","5","4","10","5","5","8","7","1","1","1","Yes"
"2019/10/21 11:54:57 PM GMT+1","8","5","8","6","5","8","7","7","9","9","9","9","7","8","6","Yes"
"2019/10/21 11:55:37 PM GMT+1","7","5","7","6","7","8","6","7","6","7","7","6","7","6","6","Yes"
"2019/10/21 11:56:31 PM GMT+1","6","8","6","6","7","8","4","7","7","7","8","7","7","7","7","Yes"
"2019/10/21 11:57:12 PM GMT+1","5","5","5","5","7","7","6","6","6","6","7","7","5","7","3","Yes"
"2019/10/22 12:08:00 AM GMT+1","8","6","7","6","7","8","8","7","8","7","7","7","4","5","3","Yes"
"2019/10/22 12:16:46 AM GMT+1","10","4","7","5","7","7","7","7","8","9","9","7","6","9","4","Yes"
"2019/10/22 12:19:52 AM GMT+1","8","3","6","4","5","9","6","7","4","9","9","7","8","8","4","Yes"
"2019/10/22 12:35:07 AM GMT+1","6","6","7","7","7","7","6","8","7","8","8","7","6","6","4","Yes"
"2019/10/22 12:38:56 AM GMT+1","8","4","7","7","6","7","7","8","8","8","8","7","8","8","6","Yes"
"2019/10/22 12:53:05 AM GMT+1","6","6","7","7","6","7","6","7","8","8","8","7","6","8","5","Yes"
"2019/10/22 1:18:16 AM GMT+1","8","6","8","8","5","9","7","7","7","9","9","8","7","8","4","Yes"
"2019/10/22 1:20:46 AM GMT+1","7","6","8","7","6","9","7","6","7","7","8","7","4","7","4","Yes"
"2019/10/22 1:24:37 AM GMT+1","7","6","7","6","6","7","7","7","8","8","8","7","6","7","4","Yes"
"2019/10/22 1:31:38 AM GMT+1","6","4","6","5","6","7","6","6","9","7","8","8","7","9","5","Yes"
"2019/10/22 1:44:58 AM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","No"
"2019/10/22 2:06:12 AM GMT+1","6","6","8","7","7","8","7","8","7","9","9","8","7","7","5","Yes"
"2019/10/22 2:06:51 AM GMT+1","6","6","6","4","6","7","4","6","5","7","8","7","4","7","5","Yes"
"2019/10/22 2:22:24 AM GMT+1","7","5","7","6","5","7","6","7","7","9","9","9","5","10","5","No"
"2019/10/22 2:28:06 AM GMT+1","8","5","8","5","6","7","6","7","8","8","8","8","8","8","4","Yes"
"2019/10/22 2:31:15 AM GMT+1","7","5","7","6","7","8","7","8","9","9","9","10","8","9","4","Yes"
"2019/10/22 2:41:34 AM GMT+1","7","5","7","6","6","7","6","6","7","7","8","7","6","7","5","Yes"
"2019/10/22 2:57:00 AM GMT+1","7","5","7","7","6","7","6","7","5","7","9","8","7","6","8","Yes"
"2019/10/22 3:00:12 AM GMT+1","6","5","7","5","5","7","7","7","9","8","6","8","6","8","4","Yes"
"2019/10/22 3:06:55 AM GMT+1","7","6","9","8","8","8","7","5","9","8","10","9","2","6","7","No"
"2019/10/22 3:07:23 AM GMT+1","2","2","4","3","2","4","7","2","6","8","9","5","5","4","3","Yes"
"2019/10/22 3:17:26 AM GMT+1","7","4","7","5","6","7","6","6","7","7","8","6","7","7","4","Yes"
"2019/10/22 3:22:09 AM GMT+1","7","5","6","6","7","7","6","7","8","9","7","8","7","7","4","Yes"
"2019/10/22 4:17:48 AM GMT+1","8","8","7","7","6","7","7","7","8","7","8","7","2","7","4","Yes"
"2019/10/22 4:19:08 AM GMT+1","7","6","6","5","6","7","6","6","8","8","8","7","6","5","4","Yes"
"2019/10/22 4:21:06 AM GMT+1","7","4","6","5","4","7","6","8","7","10","9","7","5","5","4","Yes"
"2019/10/22 4:33:38 AM GMT+1","7","6","6","5","7","8","7","8","6","8","9","7","8","6","7","Yes"
"2019/10/22 4:58:07 AM GMT+1","7","6","8","7","7","8","7","7","7","8","9","7","8","8","5","Yes"
"2019/10/22 5:00:42 AM GMT+1","7","6","7","5","7","8","6","7","8","9","9","8","8","9","4","Yes"
"2019/10/22 5:01:47 AM GMT+1","7","5","8","6","6","8","7","8","7","8","9","8","7","7","4","Yes"
"2019/10/22 5:07:45 AM GMT+1","7","4","7","6","6","8","6","6","4","7","7","8","8","8","6","Yes"
"2019/10/22 5:59:14 AM GMT+1","7","4","7","6","7","8","6","7","8","8","9","6","5","6","2","Yes"
"2019/10/22 6:02:34 AM GMT+1","5","7","5","4","5","7","4","4","7","8","8","6","6","6","3","Yes"
"2019/10/22 6:20:41 AM GMT+1","8","5","8","8","4","6","5","7","9","10","10","7","6","4","5","Yes"
"2019/10/22 6:30:25 AM GMT+1","7","6","7","6","6","7","7","7","7","7","8","8","7","7","5","Yes"
"2019/10/22 6:35:10 AM GMT+1","6","6","7","7","6","6","4","7","5","8","8","7","6","7","5","Yes"
"2019/10/22 7:47:14 AM GMT+1","6","5","6","5","5","6","5","6","7","7","7","7","5","6","5","Yes"
"2019/10/22 7:50:32 AM GMT+1","8","6","8","8","8","9","7","8","8","9","9","8","7","9","8","Yes"
"2019/10/22 7:53:54 AM GMT+1","7","6","7","6","6","7","7","7","7","8","8","7","7","8","6","Yes"
"2019/10/22 8:29:24 AM GMT+1","7","5","6","6","7","9","7","7","6","7","8","7","7","6","5","Yes"
"2019/10/22 8:34:12 AM GMT+1","6","5","7","6","7","7","7","7","9","7","8","8","4","8","4","Yes"
"2019/10/22 9:09:50 AM GMT+1","7","7","7","6","6","7","5","6","6","8","8","7","7","9","6","Yes"
"2019/10/22 9:23:27 AM GMT+1","7","6","7","7","5","8","6","3","4","8","9","7","3","3","4","No"
"2019/10/22 9:25:14 AM GMT+1","5","6","6","5","5","7","6","7","6","7","7","7","7","8","3","Yes"
"2019/10/22 9:40:31 AM GMT+1","7","5","7","7","6","8","7","8","7","7","8","7","5","7","5","Yes"
"2019/10/22 10:01:07 AM GMT+1","7","6","5","8","6","8","5","8","6","8","10","7","5","6","5","Yes"
"2019/10/22 10:01:23 AM GMT+1","7","4","7","5","6","6","7","6","7","7","7","7","8","7","5","Yes"
"2019/10/22 10:40:54 AM GMT+1","6","6","7","6","6","7","6","6","8","7","8","8","7","8","5","Yes"
"2019/10/22 10:59:07 AM GMT+1","7","5","6","6","6","6","6","7","7","7","7","7","7","8","5","Yes"
"2019/10/22 11:12:29 AM GMT+1","6","5","6","4","6","6","5","5","7","8","8","7","7","6","4","Yes"
"2019/10/22 11:34:52 AM GMT+1","6","4","6","5","5","6","5","6","7","7","8","7","6","7","7","Yes"
"2019/10/22 11:42:34 AM GMT+1","7","5","6","6","4","8","8","7","6","7","8","7","1","5","5","Yes"
"2019/10/22 11:43:18 AM GMT+1","7","6","8","7","6","8","7","6","8","9","9","8","8","7","5","Yes"
"2019/10/22 11:45:31 AM GMT+1","8","6","7","7","7","9","6","6","8","9","8","6","2","8","7","Yes"
"2019/10/22 11:50:34 AM GMT+1","7","6","7","6","5","9","5","7","8","10","10","7","7","6","6","Yes"
"2019/10/22 11:55:34 AM GMT+1","7","6","7","6","6","7","6","6","7","7","7","7","7","7","7","Yes"
"2019/10/22 12:01:48 PM GMT+1","6","3","6","3","6","6","5","7","2","5","8","6","6","6","6","Yes"
"2019/10/22 12:31:16 PM GMT+1","10","5","7","7","5","6","6","7","7","6","7","6","5","6","7","No"
"2019/10/22 1:12:22 PM GMT+1","9","5","6","6","7","8","7","7","8","9","9","8","7","9","5","Yes"
"2019/10/22 1:36:54 PM GMT+1","6","4","6","5","5","6","6","7","5","6","6","7","5","6","5","No"
"2019/10/22 2:50:23 PM GMT+1","7","5","6","5","5","5","6","6","8","7","7","7","6","7","5","Yes"
"2019/10/22 2:52:30 PM GMT+1","6","5","8","6","7","7","6","8","7","8","8","8","7","6","5","Yes"
